Item Name,Item Details,Item Image,Item Currency Symbol,Item Final Price,Item Url
Boxed Bar Set 11pc by Crate & Barrel,"Crate and Barrel's complete home mixology set is ideal for wedding and housewarming gifts. With a generous 40-ounce cocktail pitcher, 20-ounce mixing glass inscribed with recipes, Boston shaker, four double old-fashioned glasses and essential tools (bar spoon, strainer, double jigger and muddler) you'll be mixing with the pros in no time.",https://cdn.shopify.com/s/files/1/2141/9909/products/11-piece-boxed-bar-set_grande.jpg?v=1511854441,₱,"4,749.00",https://boozy.ph/collections/all/products/boxed-bar-set-11pc-by-crate-barrel
Bruichladdich 15yo 700ml,"An Islay Single Malt Scotch Whisky, the Bruichladdich characteristics are - seaspray, brine, floral notes - with a deliciously smooth extra veneer of sweetness.",https://cdn.shopify.com/s/files/1/2141/9909/products/bruichladdich15yo_grande.jpg?v=1508217065,₱,"6,399.00",https://boozy.ph/collections/all/products/bruichladdich-15yo-700ml
Buffalo Trace Bourbon 1L,"This deep amber whiskey has a complex aroma of vanilla, mint and molasses. Pleasantly sweet to the taste with notes of brown sugar and spice that give way to oak, toffee, dark fruit and anise. This whiskey finishes long and smooth with serious depth.",https://cdn.shopify.com/s/files/1/2141/9909/products/buffalo_trace_grande.jpg?v=1502424368,₱,"1,499.00",https://boozy.ph/collections/all/products/buffalo-trace-bourbon-1l
Bulleit Bourbon 1L,"Having an especially high rye content, Bulleit Bourbon is bold and spicy with a distinctively clean and smooth finish. Mid-palate is smooth with tones of maple, oak, and nutmeg. Finish is long, dry, and satiny with a light toffee flavor.",https://cdn.shopify.com/s/files/1/2141/9909/products/Bulleit_Bourbon_grande.jpg?v=1500541553,₱,"1,949.00",https://boozy.ph/collections/all/products/bulleit-bourbon-1l
Bushmills 10yo 700ml,"A superb 10 year old Irish single malt and winner of Best Irish Single Malt Whiskey at the 2007 World Whiskies Awards. Bushmills are always scored highly in Jim Murray's Whisky Bible, with the 10 year old being awarded 92.5 points in 2013!",https://cdn.shopify.com/s/files/1/2141/9909/products/Bushmills_10_yo_grande.jpg?v=1500685235,₱,"1,749.00",https://boozy.ph/collections/all/products/bushmills-10yo-700ml
Bushmills Black Rush 700ml,"A rich, dark, Irish blend, Black Bush contains a high proportion of triple-distilled single malt, aged in Oloroso sherry casks for around 8-10 years before marriage with the grain. Picked up the top prize in its category at the World Whisky Awards 2010.",https://cdn.shopify.com/s/files/1/2141/9909/products/Bushmills_Black_Rush_grande.jpg?v=1500685473,₱,"1,399.00",https://boozy.ph/collections/all/products/bushmills-black-rush-700ml
Bushmills Honey 700ml,"A bottle of Bushmills' entry into the world of honeyed whisky-based liqueurs - it's a sweet blend and harmony of Bushmills' whiskey, honey and spices with lots of fruitiness.",https://cdn.shopify.com/s/files/1/2141/9909/products/Bushmills_Honey_grande.jpg?v=1500685620,₱,"1,149.00",https://boozy.ph/collections/all/products/bushmills-honey-700ml
Bushmills Original 700ml,Grain whiskey reserved for Bushmills Original is slowly matured for a minimum of five years in American oak casks before blending with Irish Single Malt whiskey to produce this original blend. ,https://cdn.shopify.com/s/files/1/2141/9909/products/Bushmills_Original_grande.jpg?v=1500685764,₱,"1,249.00",https://boozy.ph/collections/all/products/bushmills-original-700ml
Campari Bitter 700ml,"Essential to a Negroni cocktail, Campari Bitter is the ingredient that gives it it's distinct bitter flavour.",https://cdn.shopify.com/s/files/1/2141/9909/products/Campari_Bitter_grande.jpg?v=1513602682,₱,999.00,https://boozy.ph/collections/all/products/campari-bitter-700ml
Camus VS Elegance 700ml,"Camus youngest Cognac, the Very Special is a blend of different eaux-de-vie of the Cognac region.",https://cdn.shopify.com/s/files/1/2141/9909/products/Camus_Vs_grande.jpg?v=1513217387,₱,"1,649.00",https://boozy.ph/collections/all/products/camus-vs-elegance-700ml
Camus VSOP 700ml,Camus VSOP Elegance is made with a combination of eaux-de-vie from all six of the crus of Cognac. This is a complex brandy with exceptional balance between fruit and oak.,https://cdn.shopify.com/s/files/1/2141/9909/products/Camus_Vsop_grande.jpg?v=1513217544,₱,"2,349.00",https://boozy.ph/collections/all/products/camus-vsop-700ml
Camus XO Elegance 700ml,"For their XO Elegance expression, Camus use eaux-de-vie from all of Cognac's six crus to craft a luxurious, impressive brandy. Not only that, it's all rather well aged, resulting in plentiful notes of vanilla, ripe fruit and oak. Excellent as a postprandial drink...",https://cdn.shopify.com/s/files/1/2141/9909/products/Camus_XO_Elegance_grande.jpg?v=1513217720,₱,"7,299.00",https://boozy.ph/collections/all/products/camus-xo-elegance-700ml
Caol Ila 12yo 700ml,"Caol Ila 12 Year Old is of medium weight, but still packing plenty of potent phenols, this is a refined, powerful dram with a compensating oiliness. A balanced, peaty beauty..",https://cdn.shopify.com/s/files/1/2141/9909/products/Caol_Ila_grande.jpg?v=1500338918,₱,"4,449.00",https://boozy.ph/collections/all/products/caol-ila-12yo-700ml
Captain Morgan Spiced Rum 750ml,"Captain Morgan Original Spiced is a spirit drink based on a secret blend of Caribbean rums, mellow spice and other natural flavours.",https://cdn.shopify.com/s/files/1/2141/9909/products/Captain_Morgan_grande.jpg?v=1500463360,₱,549.00,https://boozy.ph/collections/all/products/captain-morgan-spiced-rum-750ml
Carlsberg 330ml,"Almost like a spring day in Denmark, Carlsberg has become part of the Danish cultural heritage and thirst.  A harmonious balance between hops bitterness and the sweetness of apples. 5% ABV",https://cdn.shopify.com/s/files/1/2141/9909/products/Carlsberg_grande.jpg?v=1500360619,₱,99.00,https://boozy.ph/collections/all/products/carlsberg-330ml
Carter Springed Strainer by Crate & Barrel,"Crate and Barrel tasked designer Carter McGuyer to create a new bar collection just for us that kept the home mixologist in mind. The result is a set of tools dedicated to the home mixologist that also has a keen sense of design, mixing soft curves with clean lines. McGuyer's goal was to offer a timeless style that would work as a collection or fit seamlessly into one's personal assortment. We think he did just that! The collection includes all you need to mix up everything from a simple martini to a craft cocktail, shaken or stirred, it's all here. Springed strainer holds fast to coordinating shaker to strain ice and muddled ingredients from mixed drinks.",https://cdn.shopify.com/s/files/1/2141/9909/products/carter-spring-strainer_grande.jpg?v=1509854390,₱,349.00,https://boozy.ph/collections/all/products/carter-springed-strainer-by-crate-barrel
Casa Silva Cabernet Sauvignon 750ml,"Casa Silva Cabernet Sauvignon has elegant aromas of red fruit and spices, with a round structure and nice balance on the palate. Note of chocolate, black cherries, and dried plums. Good concentration, persistent, while soft tannins lead to a good finish.",https://cdn.shopify.com/s/files/1/2141/9909/products/casa_silva_cabernet_sauvignon_grande.jpg?v=1505712891,₱,399.00,https://boozy.ph/collections/all/products/casa-silva-cabernet-sauvignon-750ml
Casa Silva Grand Reserva Cabernet Sauvignon 750ml,"Delicate on the nose, slightly spiced with notes of black forest fruits and cherries. Round and powerful on the palate, firm tannins and notes of blackberries. Long and elegant finish.",https://cdn.shopify.com/s/files/1/2141/9909/products/Casa_Silva_grande.jpg?v=1500685928,₱,799.00,https://boozy.ph/collections/all/products/casa-silva-grand-reserva-cabernet-sauvignon-750ml
Casa Silva Merlot 750ml,"Casa Silva Merlot has a bright violet colour, with fresh cherry and red berries on the fragrant nose and in the mouth. Juicy and light on its feet, conveying good focus and slow-building spiciness. Gently sweet and youthfully tannic on the finish, which lingers with good tenacity.",https://cdn.shopify.com/s/files/1/2141/9909/products/casa_silva_merlot_grande.jpg?v=1505713208,₱,399.00,https://boozy.ph/collections/all/products/casa-silva-merlot-750ml
Casa Silva Sauvignon Blanc 750ml,"A crisp, super-refreshing Sauvignon Blanc Sweet, soft tropical fruit on the nose, with a touch of banana. Round and full on the palate, with soft peach and pear fruit and good length. ",https://cdn.shopify.com/s/files/1/2141/9909/products/casa_silva_sauvingon_blanc_grande.jpg?v=1505713366,₱,399.00,https://boozy.ph/collections/all/products/casa-silva-sauvignon-blanc-750ml
Castillo de Albai Rerserva 750ml,"Castillo de Albai Reserva is made exclusively from the best Tempranillo grapes handpicked from old vines. The result is a superb, elegant and well balanced wine.",https://cdn.shopify.com/s/files/1/2141/9909/products/Castillo_Albay_grande.jpg?v=1500686134,₱,649.00,https://boozy.ph/collections/all/products/castillo-de-albai-rerserva-750ml
Chateau Du Barrailh Graves (White) 750ml,"Château du Barrailh is a pale yellow wine with a greenish hue. The nose is complex with a mix of floral and fruity aromas. Fresh on the palate, with a touch of menthol, this wine has a revealing volume and a great fruity length.",https://cdn.shopify.com/s/files/1/2141/9909/products/ChateauDuBarrailhWhite_grande.jpg?v=1500535057,₱,"1,049.00",https://boozy.ph/collections/all/products/chateau-du-barrailh-graves-white-750ml
Chateau Du Barrailh Graves 750ml,"Château du Barrailh is a nice deep ruby-red colour with garnet tints. Dominated by fruity scents of blackcurrant, raspberry, cherry, and prune with woody notes, the bouquet offers up a lovely variety of aromas. Smooth and fruity, this wine reveals great length leading up to a delicious liquorice finish. It is a powerful, complex wine full of character.",https://cdn.shopify.com/s/files/1/2141/9909/products/ChateauDuBarrailhRed_grande.jpg?v=1500354918,₱,"1,399.00",https://boozy.ph/collections/all/products/chateau-du-barrailh-graves-750ml
Chateau La Gravelle Bordeaux Blanc Sec 750ml,"Château La Gravelle Bordeaux Blanc has a pale golden colour with delicate green highlights. The intensely floral bouquet displays aromas of white flowers and citrus, while the palate is well balanced and particularly aromatic, finishing in fresh almond notes.",https://cdn.shopify.com/s/files/1/2141/9909/products/Chateau_La_Gravelle_Sec_grande.jpg?v=1500534920,₱,949.00,https://boozy.ph/collections/all/products/chateau-la-gravelle-bordeaux-blanc-sec-750ml
Château La Gravelle Bordeaux Red 750ml,"Château La Gravelle Bordeaux has a beautiful ruby colour with deep red highlights. Delictae aromas of blackcurrant and cherry dominate, with notes of raspberry and blueberry. The palate is supple and generous with gentle hints of blackberry at the finish.",https://cdn.shopify.com/s/files/1/2141/9909/products/Chateau_La_Gravelle_Red_grande.jpg?v=1500355137,₱,949.00,https://boozy.ph/collections/all/products/chateau-la-gravelle-bordeaux-red-750ml
Chimay Blue 330ml,"Chimay Blue was first produced as a Christmas beer but became so popular they had to brew it all year long. It is a dark Trappist beer with a powerful aroma, and a complex flavour which improves across the years. It is considered to be the ""classic"" Chimay ale.  Chimay Blue is principally distinguished by its character of a strong beer. It is also characterized by a vintage, meaning it can be cellared for several years and enjoyed when aged with different, more complex aromas. It can be aged up to 15 years. 9% ABV",https://cdn.shopify.com/s/files/1/2141/9909/products/Chimay_Blue_grande.jpg?v=1500360885,₱,199.00,https://boozy.ph/collections/all/products/chimay-blue-330ml
Chimay Red 330ml,"Chimay Red, or ""Premier"", was the first beer brewed at the Notre-Dame de Scourmont Abbey by the Trappist fathers in 1862 . A dark copper coloured dubbel with a sweet, fruity aroma. It is a genuine Trappist product, strictly adhering to the Trappist rules. It is a top fermented copper coloured beer, refermented in the bottle, and is not pasteurised. Chimay Red displays fruity apricot characters, with a light, slightly bitter flavour. 7% ABV",https://cdn.shopify.com/s/files/1/2141/9909/products/Chimay_Red_grande.jpg?v=1500361269,₱,199.00,https://boozy.ph/collections/all/products/chimay-red-330ml
Chimay White 330ml,"Chimay Triple (White) is the newest addition to the Chimay family, it is also labelled ‘Cinq Cents. This crisp beer bears a light orange color, and is the most hopped and driest of the three. For those who do not particularly enjoy the Trappist style, this Chimay would be the most appealing.  The rarest of the three, Chimay Cinq Cents is the most restrained, hoppiest, and spiciest of the main Chimay labels. 8% ABV",https://cdn.shopify.com/s/files/1/2141/9909/products/Chimay_White_grande.jpg?v=1500361383,₱,199.00,https://boozy.ph/collections/all/products/chimay-white-330ml
Chivas Regal 12yo 1L,"From the oldest operating distillery in the Scottish Highlands, Chivas Regal is famous for its selection of malt Whiskies including the Chivas 12. It is matured for 12 years resulting in a whisky with notes of honey and hazelnut.",https://cdn.shopify.com/s/files/1/2141/9909/products/Chivas_Regal_12_Yrs._Old_1L_21831e3d-9322-4530-a947-f98fabef4a3d_grande.jpg?v=1500283294,₱,"1,799.00",https://boozy.ph/collections/all/products/chivas-regal-12yo-1l
Chivas Regal 12yo 4.5L,"A classic blend, Chivas Regal 12 year old is very malty and extremely rich in flavor. This is a 4.5 liter, super massive, goliath bottle of Chivas, with a handy cradle to help you pour.",https://cdn.shopify.com/s/files/1/2141/9909/products/chivasregal4.5_grande.jpg?v=1512435087,₱,"8,349.00",https://boozy.ph/collections/all/products/chivas-regal-12yo-4-5l
Chivas Regal 12yo 750ml,"From the oldest operating distillery in the Scottish Highlands, Chivas Regal is famous for its selection of malt Whiskies including the Chivas 12. It is matured for 12 years resulting in a whisky with notes of honey and hazelnut.",https://cdn.shopify.com/s/files/1/2141/9909/products/Chivas_Regal_12_Yrs._Old_1L_grande.jpg?v=1500281013,₱,"1,449.00",https://boozy.ph/collections/all/products/chivas-regal-12yo-750ml
Chivas Regal 18yo 750ml,"Chivas Regal 18 Year Old is created using whiskies that has matured for at least 18 years. It is very rich with aromas of buttery toffee, dark chocolate and dried fruit combined with spice and smoke that ends in a long, warm finish.",https://cdn.shopify.com/s/files/1/2141/9909/products/Chivas_Regal_18_yo_750ML_grande.jpg?v=1500283407,₱,"3,299.00",https://boozy.ph/collections/all/products/chivas-regal-18yo-750ml
Ciroc 750ml,"A premium vodka created entirely from grapes, Ciroc is simply unique. Go against the grain.",https://cdn.shopify.com/s/files/1/2141/9909/products/Ciroc_Vodka_grande.jpg?v=1500523394,₱,"2,549.00",https://boozy.ph/collections/all/products/ciroc-750ml
Coca-Cola,Coca-Cola,https://cdn.shopify.com/s/files/1/2141/9909/products/Coca_Cola_grande.jpg?v=1500535346,₱,49.00,https://boozy.ph/collections/all/products/coca-cola
Cocktail Mixing Glass 26oz by Crate & Barrel,"Enjoying a comeback in modern mixology culture, this classic mixing pitcher is an elegant solution when your cocktail calls to be stirred instead of shaken. Fruit and herbs can be muddled directly into the pitcher and then stirred together with the liquid ingredients using a long bar spoon. You can then pour directly from the pitcher into your glasses, with or without holding a bar strainer over the opening of the pitcher. Handmade by the master glassmakers of Krosno, a European glass collective dating back to 1923.",https://cdn.shopify.com/s/files/1/2141/9909/products/cocktail-mixing-glass_grande.jpg?v=1504141324,₱,829.00,https://boozy.ph/collections/all/products/cocktail-mixing-glass-26oz-by-crate-barrel
Cocktail Shaker Shiny SS 16oz by Crate & Barrel,"These classically styled cocktail shakers simply dazzle. Perfectly sized at 16 oz., the shakers have a built-in strainer for perfectly prepared ""up"" drinks.",https://cdn.shopify.com/s/files/1/2141/9909/products/stainless-steel-cocktail-shaker_grande.jpg?v=1504142249,₱,"1,299.00",https://boozy.ph/collections/all/products/cocktail-shaker-shiny-ss-16oz-by-crate-barrel
Cointreau Glass Gift Pack,A limited edition Cointreau Gift Box with a FREE Cointreau FIZZ Glass inside.,https://cdn.shopify.com/s/files/1/2141/9909/products/Cointreau_Pack_grande.jpg?v=1511788392,₱,"1,149.00",https://boozy.ph/collections/all/products/cointreau-glass-gift-pack
Condado Oriza Gran Reserva 750ml,Sweet cherry raisin and vanilla flavors mingle in this softening red wine. Gentle tannins lead to a spicy finish.,https://cdn.shopify.com/s/files/1/2141/9909/products/Condadodeorizagran_Reserva_grande.jpg?v=1502584760,₱,"1,049.00",https://boozy.ph/collections/all/products/condado-oriza-gran-reserva-750ml
Corona 355ml,"Corona Extra is the number-one selling beer in Mexico and the leading export brand from Mexico. It is best enjoyed with a wedge of lime. This light, dry beer has pleasant malt and hop notes with a round dry finish. 4.6% ABV",https://cdn.shopify.com/s/files/1/2141/9909/products/Corona_grande.jpg?v=1500361558,₱,99.00,https://boozy.ph/collections/all/products/corona-330ml
Craigellachie 13yo 700ml,"One of the three official Craigellachie bottlings released in 2014, their 13 year old single malt Scotch whisky handsomely shows off the bold, robust character of the distillery's output. Oodles of dynamic fruit notes with a distinctive current of smoke running through the middle. Single malt Craigellachie hasn't been seen much outside of indie bottlings recently, so this is an ace return to our glasses from the distillery!",https://cdn.shopify.com/s/files/1/2141/9909/products/craigellachie13yo_grande.jpg?v=1508217403,₱,"3,899.00",https://boozy.ph/collections/all/products/craigellachie-13yo-700ml
Crown Royal 700ml,"Created to celebrate a visit from King George VI & Queen Elizabeth in 1939, Crown Royal is full-bodied, yet delicately smooth and creamy, with hints of oak and vanilla.",https://cdn.shopify.com/s/files/1/2141/9909/products/Crown_Royal_grande.jpg?v=1513218044,₱,"1,199.00",https://boozy.ph/collections/all/products/crown-royal-700ml
Crown Royal Northern Harvest Rye 750ml,Crown Royal Northern Harvest Rye combines the distinctive flavor of Canadian rye grain with the unmistakable smoothness of Crown Royal for a truly exceptional Canadian whisky.,https://cdn.shopify.com/s/files/1/2141/9909/products/Crown_Northern_Rye_grande.jpg?v=1503553005,₱,"3,499.00",https://boozy.ph/collections/all/products/crown-royal-northern-harvest-rye-750ml
Crystal Head Vodka 750ml,This premium vodka gives a creamy mouth feel and very subtle citrus and aniseed flavours.ABV: 40%,https://cdn.shopify.com/s/files/1/2141/9909/products/Crystal_Head_grande.jpg?v=1502584922,₱,"3,899.00",https://boozy.ph/collections/all/products/crystal-head-vodka-750ml
Dalmore 12yo 700ml,"Toasty, coffee-rich dram with beautifully spice notes and a thick mouthfeel. Very rich for a 12 year old.",https://cdn.shopify.com/s/files/1/2141/9909/products/Dalmore_12_Yrs_old_grande.jpg?v=1500434369,₱,"3,999.00",https://boozy.ph/collections/all/products/dalmore-12yo-700ml
Dalmore 15yo 700ml,"Matured in matusalem, apostoles and amoroso sherry casks, it proffers all those winter spice, orange zest and chocolate notes characteristic of Dalmore.",https://cdn.shopify.com/s/files/1/2141/9909/products/Dalmore_15_Yrs._Odl_grande.jpg?v=1500434732,₱,"4,449.00",https://boozy.ph/collections/all/products/dalmore-15yo-700ml
Dalmore 25yo 700ml,The Dalmore 25 was first released in 2013 and is initially matured in American white oak before a second maturation in a combination of Palomino Fino sherry butts and first fill bourbon casks. These are then married together in bourbon barrels before a finishing period in Tawny Port pipes.,https://cdn.shopify.com/s/files/1/2141/9909/products/Dalmore_25_yrs._old_grande.jpg?v=1500435151,₱,"7,049.00",https://boozy.ph/collections/all/products/dalmore-25yo-700ml
Dalmore Cigar Reserve 700ml,This specially crafted whisky has been expertly made to be the perfect accompaniment to the finest of cigars.,https://cdn.shopify.com/s/files/1/2141/9909/products/Dalmore_Cigar_Reserve_grande.jpg?v=1500435362,₱,"77,999.00",https://boozy.ph/collections/all/products/dalmore-cigar-reserve-700ml
Dalmore King Alexander III 700ml,"A uniquely complex, yet smooth single malt. This is the embodiment of brave creativity and a lifetime’s experience.",https://cdn.shopify.com/s/files/1/2141/9909/products/Dalmore_King_Alexander_III_grande.jpg?v=1500448844,₱,"9,749.00",https://boozy.ph/collections/all/products/dalmore-king-alexander-iii
Delirium Tremens 330ml,"Delirium Tremens was nominated as the ""best beer in the world"" and won a gold medal during the ""World Beer Championships"". A very unique taste resulting from the use of three different kinds of yeast, it has a malty, slightly spicy, rounded flavour with a strong, long-lasting, dry and bitter aftertaste. 8.5% ABV",https://cdn.shopify.com/s/files/1/2141/9909/products/DeliriumTremens_grande.jpg?v=1500361917,₱,"16,249.00",https://boozy.ph/collections/all/products/delirium-tremens-330ml
Disaronno Amaretto 700ml,"An amaretto-flavored liqueur, with a characteristic bittersweet almond taste.",https://cdn.shopify.com/s/files/1/2141/9909/products/Amaretto_grande.jpg?v=1500524913,₱,199.00,https://boozy.ph/collections/all/products/disaronno-amaretto-700ml
Dom Perignon Brut 750ml,"Dom Perignon is a vintage Champagne produced by the Champagne house Moët & Chandon. It is the premium luxury brand of chamapagne of the Moët & Chandon group. After at least eight years of elaboration in the cellars, the wine embodies the perfect balance of Dom Pérignon, the Plénitude of harmony.",https://cdn.shopify.com/s/files/1/2141/9909/products/Dom_Perignon_grande.jpg?v=1500351647,₱,849.00,https://boozy.ph/collections/all/products/dom-perignon-brut-750ml
Don Papa Rum 10yo 700ml,"A 10 year old rum from the Don Papa range, inspired by the story of Papa Isio, who played a big part in the late-19th century Philippine revolution. It's produced on an island in the Philippines, which is said to have one of the highest rates of 'Angel's Share' evaporation in the world - making this 10 year old expression (aged in re-charred American oak barrels) all the more impressive.",https://cdn.shopify.com/s/files/1/2141/9909/products/Don_Papa_10_grande.jpg?v=1500686315,₱,"10,399.00",https://boozy.ph/collections/all/products/don-papa-10yo-700ml
Don Papa Rum 7yo 700ml,"Don Papa is a premium aged small batch rum from the isle of Negros Occidental, the Philippines.",https://cdn.shopify.com/s/files/1/2141/9909/products/Don_Papa_grande.jpg?v=1500463528,₱,"2,349.00",https://boozy.ph/collections/all/products/don-papa-7yo-700ml
Dos Equis Amber 330ml,"Dos Equis Amber, a Vienna-style lager, with a flavor that delivers a balance of full bodied autumnal notes of hazelnut, dark rum and hint of vanilla.",https://cdn.shopify.com/s/files/1/2141/9909/products/Dosequisamber_grande.jpg?v=1509949104,₱,"1,499.00",https://boozy.ph/collections/all/products/dos-equis-amber-330ml
Dos Equis Amber 330ml 6 Pack,Buy 5 Dos Equis Amber get the 6th bottle free!,https://cdn.shopify.com/s/files/1/2141/9909/products/Dos_Equis_Amber_buy_5_get_1_grande.jpg?v=1514104650,₱,99.00,https://boozy.ph/collections/all/products/dos-equis-amber-330ml-6-pack
Dos Equis Lager Especial 330ml,"Dos Equis Especial Lager is a refreshing, crisp, golden, Lager style beer imported from Mexico. Made with roasted malts, choice hops, a unique strain of yeast and purified water, this distinctive brew is known simply as ""Lager"" in its homeland.",https://cdn.shopify.com/s/files/1/2141/9909/products/Dosequislager_grande.jpg?v=1509948940,₱,495.00,https://boozy.ph/collections/all/products/dos-equis-lager-especial-330ml
Dos Equis Lager Especial 330ml 6 Pack,Buy 5 Dos Equis Lager Especial get the 6th bottle free!,https://cdn.shopify.com/s/files/1/2141/9909/products/Dos_Equis_Lager_buy_5_get_1_grande.jpg?v=1514104641,₱,99.00,https://boozy.ph/collections/all/products/dos-equis-lager-especial-330ml-6-pack
Easton Jigger by Crate & Barrel,"Crate and Barrel's suite of sophisticated stainless steel bar appointments, designed exclusively for Crate and Barrel by Ana Reza-Hadden, represents a return to posh presentation for the craft cocktail era. Timeless pieces with classic rolled edges and gleaming mirror finish include this double-sided size jigger that promises the perfect pour.",https://cdn.shopify.com/s/files/1/2141/9909/products/easton-stainless-jigger_grande.jpg?v=1504141035,₱,495.00,https://boozy.ph/collections/all/products/easton-jigger
Evan Williams Bourbon Whisky 750ml,"A popular brand of bourbon from Kentucky, U.S.A., where it has been produced since 1783. Rich with vanilla and caramel on the nose which continues on the palate, it's produced by the Heaven Hill company in Kentucky.",https://cdn.shopify.com/s/files/1/2141/9909/products/Evan_Williams_grande.jpg?v=1513219003,₱,579.00,https://boozy.ph/collections/all/products/evan-williams-bourbon-whisky-750ml
Famous Grouse Finest 750ml,"One of the world's most popular blends, and the best-selling Scotch whisky in Scotland, Famous Grouse is a very nicely balanced, malty blend which was first made in 1896.  ",https://cdn.shopify.com/s/files/1/2141/9909/products/Famous_Grouse_grande.jpg?v=1512434779,₱,749.00,https://boozy.ph/collections/all/products/famous-grouse-finest-750ml
Fireball 700ml,Combine hot and spicy are you are going to get something truly special. Fireball is a cinnamon infused spiced whisky that is best served in an ice cold shot.,https://cdn.shopify.com/s/files/1/2141/9909/products/Fireball_grande.jpg?v=1500283778,₱,799.00,https://boozy.ph/collections/all/products/fireball-700ml
Floris Apple 330ml,"Floris Apple is a fruit beer brewed with spices and juice of apple. Delicate, sour and light, sweet fruity beer with a soft note of cider and slightly sour, green fruity sweet aftertaste. 3.6% ABV",https://cdn.shopify.com/s/files/1/2141/9909/products/Floris_Apple_grande.jpg?v=1500866372,₱,699.00,https://boozy.ph/collections/all/products/floris-apple-330ml
Floris Chocolate 330ml,"Easy drinking and creamy, orange chocolate-sweet, extra chocolate flavoured white beer. Wheat beer blended with chocolate essence from the Huyghe family brewery located near Ghent, Belgium.",https://cdn.shopify.com/s/files/1/2141/9909/products/floris_chocolate_grande.jpg?v=1502352531,₱,199.00,https://boozy.ph/collections/all/products/floris-chocolate-330ml
Floris Kriek Cherry 330ml,"Floris Kriek is brewed using small Morello cherries which give its irresistible flavour. Soft and sweet, fruity beer with a touch of nuts and a slightly sour cherry aftertaste. Excellently balance flavours of wheat beer and wild sour cherries. 3.6% ABV",https://cdn.shopify.com/s/files/1/2141/9909/products/Floris_Cherry_grande.jpg?v=1502586114,₱,199.00,https://boozy.ph/collections/all/products/floris-kriek-cherry-330ml
Floris Strawberry 330ml,"Floris Fraise is an enjoyable fruit beer with a sweet strawberry flavour. Very mild, sweet, fruity beer with an excellent balance between sweet and sour. 3.6% ABV",https://cdn.shopify.com/s/files/1/2141/9909/products/Floris_Fraise_grande.jpg?v=1500866507,₱,199.00,https://boozy.ph/collections/all/products/floris-fraise-strawberry-330ml
G'Vine Floraison Gin 700ml,One of a new wave of premium gins seeking to get away from the traditional London Dry style. G'Vine is made with grape spirit instead of normal grain spirit and includes the green grape flower in its botanicals. A deliciously fresh gin.,https://cdn.shopify.com/s/files/1/2141/9909/products/gvine_florasin_gin_grande.jpg?v=1505144674,₱,199.00,https://boozy.ph/collections/all/products/gvine-floraison-gin-700ml
Gift Wrapping,Make your purchase extra special by having it wrapped in a Gift Bag with a Tag!,https://cdn.shopify.com/s/assets/no-image-2048-5e88c1b20e087fb7bbe9a3771824e743c244f437e4f8ba93bbf7b11b53f7824c_grande.gif,₱,"2,549.00",https://boozy.ph/collections/all/products/gift-wrapping
Glen Scotia 16yo 700ml,"Produced in Campbeltown at the Glen Scotia distillery, this was aged for 16 years in a bourbon cask before bottling.",https://cdn.shopify.com/s/files/1/2141/9909/products/glenscotia16yo_grande.jpg?v=1512435230,₱,50.00,https://boozy.ph/collections/all/products/glen-scotia-16yo-700ml
Glen Scotia 21yo 700ml,"A very interestingly packaged whisky, this Glen Scotia comes with a ferocious-looking highland cow on the bottle. It was aged for 21 years and has a fantastic flavor.",https://cdn.shopify.com/s/files/1/2141/9909/products/glenscotia21yo_grande.jpg?v=1512435368,₱,"3,549.00",https://boozy.ph/collections/all/products/glen-scotia-21yo-700ml
Glencadam 10yo 700ml,"Light, fresh and full- flavoured whisky",https://cdn.shopify.com/s/files/1/2141/9909/products/Glencadam10yrsold_grande.jpg?v=1500449044,₱,"6,149.00",https://boozy.ph/collections/all/products/glencadam-10yo-700ml
Glencadam 12yo 700ml,"Glencadam Highland Single Scotch Malt Whisky Portwood Finish Aged 12 Years is a fine example of centuries of craftsmanship and tradition. “The rather refined” malt with a beautifully round, true flavour.",https://cdn.shopify.com/s/files/1/2141/9909/products/Glencadam_12_grande.jpg?v=1502586267,₱,"2,249.00",https://boozy.ph/collections/all/products/glencadam-12yo-700ml
Glencadam 15yo 700ml,"The new release of Glencadam 15 year old, at a higher strength for extra character. This was released in 2008.",https://cdn.shopify.com/s/files/1/2141/9909/products/glencadam_15_grande.jpg?v=1505711986,₱,"2,599.00",https://boozy.ph/collections/all/products/glencadam-15yo-700ml
Glenfarclas 105 Cask Strength 1L,"Glenfarclas 105 is a superb cask strength whisky, really bold and punchy. In 2004, the Malt Maniacs rated this the best “Bang for your buck” whisky.",https://cdn.shopify.com/s/files/1/2141/9909/products/glenfarclas_105_cask_strength_grande.jpg?v=1512435599,₱,"3,749.00",https://boozy.ph/collections/all/products/glenfarclas-105-cask-strength-1l
Glenfarclas 12yo 1L,"Lots of sherry and fruit in this, Glenfarclas 12 was originally bottled for export and travel retail markets. In 2006, it was named the ""Best Sherried Whisky"" in the Single Malt World Cup, and in 2007 and 2008 it won Gold at the Stockholm Beer and Whisky Festival.",https://cdn.shopify.com/s/files/1/2141/9909/products/glenfarclas_grande.jpg?v=1512435486,₱,"2,999.00",https://boozy.ph/collections/all/products/glenfarclas-12yo-700ml
